##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	P1_R2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	153338
Total Bases	29.2 Mbp
Sequences flagged as poor quality	0
Sequence length	42-250
%GC	55
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.21808031929463	37.0	37.0	37.0	37.0	37.0
2	36.875164668901384	37.0	37.0	37.0	37.0	37.0
3	36.73595586221289	37.0	37.0	37.0	37.0	37.0
4	36.726786576060725	37.0	37.0	37.0	37.0	37.0
5	36.89808136274113	37.0	37.0	37.0	37.0	37.0
6	36.89431191224615	37.0	37.0	37.0	37.0	37.0
7	36.73268204880721	37.0	37.0	37.0	37.0	37.0
8	36.70916537322777	37.0	37.0	37.0	37.0	37.0
9	36.75160755976992	37.0	37.0	37.0	37.0	37.0
10-14	36.836070641328305	37.0	37.0	37.0	37.0	37.0
15-19	36.72906128943901	37.0	37.0	37.0	37.0	37.0
20-24	36.86568104448995	37.0	37.0	37.0	37.0	37.0
25-29	36.802339928784775	37.0	37.0	37.0	37.0	37.0
30-34	36.78175794649728	37.0	37.0	37.0	37.0	37.0
35-39	36.75955992643702	37.0	37.0	37.0	37.0	37.0
40-44	36.54013667638677	37.0	37.0	37.0	37.0	37.0
45-49	36.4159969938557	37.0	37.0	37.0	37.0	37.0
50-54	36.656198084088935	37.0	37.0	37.0	37.0	37.0
55-59	36.75479091678015	37.0	37.0	37.0	37.0	37.0
60-64	36.766851240008904	37.0	37.0	37.0	37.0	37.0
65-69	36.79362771473584	37.0	37.0	37.0	37.0	37.0
70-74	36.397210290167045	37.0	37.0	37.0	37.0	37.0
75-79	36.727152533898966	37.0	37.0	37.0	37.0	37.0
80-84	36.742924208829706	37.0	37.0	37.0	37.0	37.0
85-89	36.6772933080257	37.0	37.0	37.0	37.0	37.0
90-94	36.66941439721975	37.0	37.0	37.0	37.0	37.0
95-99	36.704625156681296	37.0	37.0	37.0	37.0	37.0
100-104	36.42532607619519	37.0	37.0	37.0	37.0	37.0
105-109	36.51670401389718	37.0	37.0	37.0	37.0	37.0
110-114	36.47077813482183	37.0	37.0	37.0	37.0	37.0
115-119	36.38209215998431	37.0	37.0	37.0	37.0	37.0
120-124	36.4443640498645	37.0	37.0	37.0	37.0	37.0
125-129	36.46858328103166	37.0	37.0	37.0	37.0	37.0
130-134	36.4429984658979	37.0	37.0	37.0	37.0	37.0
135-139	36.39616722316437	37.0	37.0	37.0	37.0	37.0
140-144	36.49235835461786	37.0	37.0	37.0	37.0	37.0
145-149	36.59113972950492	37.0	37.0	37.0	37.0	37.0
150-154	36.54554264505747	37.0	37.0	37.0	37.0	37.0
155-159	36.503071107284754	37.0	37.0	37.0	37.0	37.0
160-164	36.49311492738362	37.0	37.0	37.0	37.0	37.0
165-169	35.92029547471459	37.0	37.0	37.0	34.6	37.0
170-174	36.23970653186446	37.0	37.0	37.0	37.0	37.0
175-179	36.41504115981655	37.0	37.0	37.0	37.0	37.0
180-184	36.13043058567971	37.0	37.0	37.0	37.0	37.0
185-189	35.798252381327245	37.0	37.0	37.0	34.6	37.0
190-194	35.95429426119814	37.0	37.0	37.0	34.6	37.0
195-199	36.29584596118913	37.0	37.0	37.0	37.0	37.0
200-204	36.32824570208327	37.0	37.0	37.0	37.0	37.0
205-209	36.30453309394598	37.0	37.0	37.0	37.0	37.0
210-214	36.060786134957695	37.0	37.0	37.0	37.0	37.0
215-219	35.265851834356795	37.0	37.0	37.0	29.8	37.0
220-224	36.08729026226443	37.0	37.0	37.0	34.6	37.0
225-229	35.583944192682125	37.0	37.0	37.0	29.8	37.0
230-234	35.64280357828231	37.0	37.0	37.0	32.2	37.0
235-239	34.30730448778806	37.0	34.6	37.0	29.4	37.0
240-244	35.11674605361572	37.0	34.6	37.0	31.8	37.0
245-249	35.63840689697774	37.0	37.0	37.0	34.6	37.0
250	33.96911987710971	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
2103	15-19	-0.12990509257448224
2103	20-24	-0.029703227864395387
2103	25-29	-0.04907411493017122
2103	30-34	-0.017235366479255276
2103	35-39	-0.027758062267572825
2103	40-44	0.0430334675954569
2103	45-49	-0.11351022068400596
2103	50-54	0.06454936110256426
2103	55-59	0.03192311197824438
2103	60-64	-0.06022685600903088
2103	65-69	0.012151630106480127
2103	70-74	0.0015182965658269154
2103	75-79	-0.025467269726121344
2103	80-84	-0.008838836976778452
2103	85-89	0.06295437955908056
2103	90-94	0.030476778761162393
2103	95-99	-0.016662279371615796
2103	100-104	-0.026954856120354975
2103	105-109	-0.1020925960962984
2103	110-114	0.006667204750776534
2103	115-119	-0.09452913493505122
2103	120-124	-0.0016066360007940261
2103	125-129	-0.07825085931438736
2103	130-134	0.0414487491331883
2103	135-139	-0.0030349816467278856
2103	140-144	0.006188344678015767
2103	145-149	0.005540901941706977
2103	150-154	0.0033996809659342375
2103	155-159	0.01292419213760354
2103	160-164	-0.019352953671429418
2103	165-169	-0.10795235092095368
2103	170-174	-0.33855409053049357
2103	175-179	-0.17255729120180519
2103	180-184	-0.34132259048026015
2103	185-189	-0.0890618778022656
2103	190-194	-0.25915958483375334
2103	195-199	-0.20969251332282823
2103	200-204	-0.06549269143408765
2103	205-209	-0.12688169050963438
2103	210-214	-0.11846886059063166
2103	215-219	-0.15632850396541897
2103	220-224	-0.11721965849243077
2103	225-229	0.02103592392663245
2103	230-234	-0.2642189386165015
2103	235-239	-0.45672865301607857
2103	240-244	-0.5100061980539792
2103	245-249	-0.07484811601214858
2103	250	-0.6064120186291788
2104	1	-0.3075718871018722
2104	2	-0.00588359588699916
2104	3	0.014839343557405016
2104	4	-0.2651679511044236
2104	5	-0.067042116050132
2104	6	-0.022150213433910437
2104	7	-0.006531260854806931
2104	8	-0.12001681776453665
2104	9	-0.30750905113060867
2104	10-14	-0.06359710136994323
2104	15-19	-0.135826728241625
2104	20-24	-0.035958856582041676
2104	25-29	-0.09421207131693166
2104	30-34	-0.03335475551284617
2104	35-39	-0.07656383038867176
2104	40-44	0.020026415632393935
2104	45-49	0.01145099621553669
2104	50-54	0.004429568666147077
2104	55-59	-0.022617411147187738
2104	60-64	-0.06380676694930543
2104	65-69	-0.07572938534654838
2104	70-74	-0.11291684831663673
2104	75-79	-0.11566674863275495
2104	80-84	-0.15702786378454903
2104	85-89	-0.08889135125220093
2104	90-94	-0.16507843986224202
2104	95-99	-0.08661069139701993
2104	100-104	-0.05853479328842326
2104	105-109	-0.2273585017608113
2104	110-114	-0.06896690070878009
2104	115-119	-0.009325790687519486
2104	120-124	-0.08004518221253676
2104	125-129	-0.2529918036723373
2104	130-134	-0.20383400529829743
2104	135-139	-0.21070646074896615
2104	140-144	-0.19313594385213406
2104	145-149	-0.027820351621137718
2104	150-154	-0.09622023640741162
2104	155-159	-0.1498668493931632
2104	160-164	-0.1495125535844508
2104	165-169	-0.40553965250825996
2104	170-174	-0.31171086374206425
2104	175-179	-0.1769912985947215
2104	180-184	-0.3888697826058092
2104	185-189	-0.45649393355138557
2104	190-194	-0.22591219807417673
2104	195-199	-0.2831001788280574
2104	200-204	-0.21516516530167706
2104	205-209	-0.1204740250044054
2104	210-214	-0.4621483030993403
2104	215-219	-0.33053407887830843
2104	220-224	-0.3994600766109073
2104	225-229	0.005645680024201738
2104	230-234	-0.5007084856548332
2104	235-239	-0.8496833568488285
2104	240-244	-0.666089821747363
2104	245-249	-0.2045836268241885
2104	250	-1.4738369404341185
2105	1	-0.05331944294004387
2105	2	-0.12804532124004453
2105	3	0.035174240094512754
2105	4	0.031002862026483058
2105	5	0.021321951459071897
2105	6	-0.07889583513860288
2105	7	-0.04573058258333873
2105	8	-0.2308684988709686
2105	9	0.019823169413598407
2105	10-14	-0.027222806798775423
2105	15-19	-0.009789449805900574
2105	20-24	-0.004013860158863736
2105	25-29	-0.06547892874745287
2105	30-34	0.017408299888153067
2105	35-39	-0.05024106855204025
2105	40-44	-0.15838481293979356
2105	45-49	-0.029353921252599946
2105	50-54	-0.10525011110308924
2105	55-59	0.0027210471914003165
2105	60-64	0.019555449052560903
2105	65-69	-0.11758429965220074
2105	70-74	-0.13169554969468322
2105	75-79	-0.03593063987497658
2105	80-84	-0.07124520749186303
2105	85-89	-0.052893396795106185
2105	90-94	-0.07492100252607514
2105	95-99	-0.06282739079696853
2105	100-104	-0.1690474532865025
2105	105-109	-0.13827661889988718
2105	110-114	-0.1303049841758508
2105	115-119	-0.055064362715590676
2105	120-124	-0.12838284122489085
2105	125-129	-0.16216719781268552
2105	130-134	-0.319246717614071
2105	135-139	-0.2587697885774105
2105	140-144	-0.055790164359102334
2105	145-149	-0.1183900621646714
2105	150-154	-0.19408489806154705
2105	155-159	-0.1603345977113264
2105	160-164	-0.09138354685710226
2105	165-169	-0.2848067676645769
2105	170-174	-0.25472471415756814
2105	175-179	-0.13638346321679506
2105	180-184	-0.31810286531256793
2105	185-189	-0.2563799644180307
2105	190-194	-0.2689798672471042
2105	195-199	-0.153013910525722
2105	200-204	-0.234960970604412
2105	205-209	-0.09069325729565492
2105	210-214	-0.4753433960949849
2105	215-219	-0.461475115680841
2105	220-224	-0.2179848094957464
2105	225-229	-0.3092835848856481
2105	230-234	-0.3663395536159939
2105	235-239	-0.895697226474347
2105	240-244	-0.8457458550344725
2105	245-249	-0.23533536052737958
2105	250	-1.2372068222839872
2106	1	-0.14561650250274738
2106	2	-0.11989838314839574
2106	3	-0.16215339666513984
2106	4	-0.18794871709724958
2106	5	-0.017622088081850507
2106	6	-0.06413081880283755
2106	7	-0.10022501166938014
2106	8	-0.08366861615336774
2106	9	-0.09373132501548298
2106	10-14	-0.05211390171374575
2106	15-19	-0.15441330839683332
2106	20-24	-0.12125437285050111
2106	25-29	-0.09455868077895246
2106	30-34	-0.14633887276828972
2106	35-39	-0.10579103923144118
2106	40-44	-0.08412620524941872
2106	45-49	-0.06659108301854388
2106	50-54	-0.11009068601958916
2106	55-59	-0.05673569334495454
2106	60-64	-0.18037332151083518
2106	65-69	-0.14593528473858441
2106	70-74	-0.29090915836540887
2106	75-79	-0.13193072087349123
2106	80-84	-0.11970608164649832
2106	85-89	-0.12774829537945465
2106	90-94	-0.19497599262209064
2106	95-99	-0.0639279969782578
2106	100-104	-0.16693320380412047
2106	105-109	-0.24865837713733896
2106	110-114	-0.2572561585189419
2106	115-119	-0.2663209022271076
2106	120-124	-0.19448661340452134
2106	125-129	-0.13005142618644783
2106	130-134	-0.3691334704090181
2106	135-139	-0.32620826367106304
2106	140-144	-0.23068663154111135
2106	145-149	-0.18419510987984467
2106	150-154	-0.14093160666980253
2106	155-159	-0.18388434210453397
2106	160-164	-0.2194017664124388
2106	165-169	-0.358227699155492
2106	170-174	-0.4678741290481767
2106	175-179	-0.25762103620404986
2106	180-184	-0.28959281467577824
2106	185-189	-0.21395165949891037
2106	190-194	-0.21567313101878227
2106	195-199	-0.4249310826181443
2106	200-204	-0.2676899466427898
2106	205-209	-0.23562271305105043
2106	210-214	-0.5819617141780569
2106	215-219	-0.543338743601339
2106	220-224	-0.43009564512401965
2106	225-229	-0.32879163776006237
2106	230-234	-0.48397379177728794
2106	235-239	-0.9325055142832355
2106	240-244	-0.6140664981322104
2106	245-249	-0.3511608862993967
2106	250	-1.461498480694921
2107	1	-0.2588960024863525
2107	2	0.028066840070607668
2107	3	-0.08234308819785952
2107	4	-0.15732417010961797
2107	5	0.029749802750821175
2107	6	-0.06267025227785439
2107	7	-0.0498263607811964
2107	8	-0.03970592798249584
2107	9	-0.19914343424109404
2107	10-14	-0.05165569904829681
2107	15-19	-0.1324265008455967
2107	20-24	-0.019892877172090095
2107	25-29	-0.04063645867814358
2107	30-34	-0.10366920483774322
2107	35-39	-0.11400918449406561
2107	40-44	-0.1558170750695993
2107	45-49	-0.17938542723874207
2107	50-54	-0.17605922863509704
2107	55-59	-0.07284714805008718
2107	60-64	-0.09880653419858731
2107	65-69	-0.08573988010488165
2107	70-74	-0.13250886727625755
2107	75-79	-0.08391760592681408
2107	80-84	-0.10345268855226664
2107	85-89	-0.10258292908503819
2107	90-94	-0.19258809283889633
2107	95-99	-0.09625361630120466
2107	100-104	-0.22618168064456512
2107	105-109	-0.13762956247863656
2107	110-114	-0.13050641484285563
2107	115-119	-0.2446434542470186
2107	120-124	-0.07304194386865248
2107	125-129	-0.12812930738086692
2107	130-134	-0.19818254778605393
2107	135-139	-0.3152616139489126
2107	140-144	-0.19142410362389484
2107	145-149	-0.17711401373647817
2107	150-154	-0.1944603016203672
2107	155-159	-0.22741565721871382
2107	160-164	-0.10007868360278849
2107	165-169	-0.24512147439536136
2107	170-174	-0.19551685518285922
2107	175-179	-0.30402288612273765
2107	180-184	-0.20648787920250555
2107	185-189	-0.35997712083485567
2107	190-194	-0.3725011526288924
2107	195-199	-0.43691146882193976
2107	200-204	-0.376563983316764
2107	205-209	-0.35183819863391363
2107	210-214	-0.6809997398223828
2107	215-219	-0.7150068728461108
2107	220-224	-0.3328393307376558
2107	225-229	-0.35410325007566
2107	230-234	-0.4644011695757655
2107	235-239	-0.7865066704824173
2107	240-244	-0.887293000879211
2107	245-249	-0.7136368161455593
2107	250	-2.5896617460010454
2108	1	-0.24386020902532834
2108	2	0.03644465066459901
2108	3	-0.07799997893800281
2108	4	-0.03854357876463155
2108	5	-0.030650982419473394
2108	6	0.040196490099930315
2108	7	-0.1045778384179954
2108	8	-0.12464509905456111
2108	9	-0.019552056601028767
2108	10-14	-0.06898822447381292
2108	15-19	-0.056090459569723805
2108	20-24	-0.030459658372997467
2108	25-29	-0.045835127807237086
2108	30-34	-0.06051459087375832
2108	35-39	-0.039244935140821724
2108	40-44	-0.09860776768123003
2108	45-49	-0.07368060627860729
2108	50-54	0.02672415243694104
2108	55-59	0.011041813938689415
2108	60-64	-0.04255097065848901
2108	65-69	-0.030936352831695046
2108	70-74	-0.04366583570799776
2108	75-79	-0.06343463344094857
2108	80-84	-0.004075307912167148
2108	85-89	-0.017542125223350524
2108	90-94	-0.10858348896869074
2108	95-99	-0.1499426169271274
2108	100-104	-0.0773668783809427
2108	105-109	-0.16593877848832506
2108	110-114	-0.04733248269314316
2108	115-119	-0.03993042707121219
2108	120-124	-0.035127616799996986
2108	125-129	-0.17411601739875238
2108	130-134	-0.08735612763935308
2108	135-139	-0.28567454216968713
2108	140-144	-0.10832503148734673
2108	145-149	-0.09734489017072434
2108	150-154	-0.0829670457939855
2108	155-159	-0.07411715816220266
2108	160-164	-0.1724503880842363
2108	165-169	-0.31896740055272943
2108	170-174	-0.37440827008211386
2108	175-179	-0.14140793095371862
2108	180-184	-0.46192206749670106
2108	185-189	-0.07025432877576065
2108	190-194	-0.3893802919399647
2108	195-199	-0.20683175560861855
2108	200-204	-0.19147146419010852
2108	205-209	-0.1586329381373872
2108	210-214	-0.477005445956479
2108	215-219	-0.3116687021800786
2108	220-224	-0.4764152021769803
2108	225-229	-0.11841195686341166
2108	230-234	-0.36801190269888906
2108	235-239	-0.5092239085161907
2108	240-244	-0.5202964911586392
2108	245-249	-0.37594138721940595
2108	250	-1.6782249407313898
2109	1	-0.042206529247636126
2109	2	-0.03992613456472327
2109	3	0.0415283391643797
2109	4	-0.13358182324282097
2109	5	-0.042246077959049444
2109	6	0.01984956827909201
2109	7	-0.05503190207284803
2109	8	-0.11625136713832518
2109	9	-0.03868861946807556
2109	10-14	-0.04750184638345445
2109	15-19	-0.043176860578121534
2109	20-24	-0.011395430567688436
2109	25-29	0.02068806238384724
2109	30-34	-0.0010537377497428224
2109	35-39	-0.028739878848384137
2109	40-44	-0.10620008440853468
2109	45-49	-0.14177010122230627
2109	50-54	0.023303127824569003
2109	55-59	0.06233922818035609
2109	60-64	-0.044167363200571685
2109	65-69	-0.0045109103631020275
2109	70-74	-0.05760485570164775
2109	75-79	-0.01409854616193229
2109	80-84	0.01382061990757677
2109	85-89	0.009220588240914651
2109	90-94	-0.09127424968905729
2109	95-99	-0.03349306615208292
2109	100-104	-0.03759004672561872
2109	105-109	-0.056557553163941066
2109	110-114	-0.060885396133507186
2109	115-119	-0.06541218600482068
2109	120-124	2.048031829602337E-4
2109	125-129	-0.11327286991029695
2109	130-134	-0.12278089068465192
2109	135-139	-0.2441452426198012
2109	140-144	-0.10489828664650958
2109	145-149	-0.02235234321653934
2109	150-154	-0.0682530771299028
2109	155-159	-0.03169607763618387
2109	160-164	-0.13947314471744932
2109	165-169	-0.35067265743436593
2109	170-174	-0.20683730052366656
2109	175-179	-0.06463990286401611
2109	180-184	-0.2609945773512834
2109	185-189	-0.14131166754153668
2109	190-194	-0.3410911800117802
2109	195-199	-0.32033170592164595
2109	200-204	-0.14998946743632757
2109	205-209	-0.21767927952000576
2109	210-214	-0.29597096319785976
2109	215-219	-0.27239943191607807
2109	220-224	-0.3322252654450537
2109	225-229	-0.2513428257229293
2109	230-234	-0.19755577629522492
2109	235-239	-0.8306423059457089
2109	240-244	-0.6588287380035212
2109	245-249	-0.21811072042024193
2109	250	-1.4119441762145115
2110	1	-0.23810205163569265
2110	2	0.05617987385471679
2110	3	-0.13335047190845728
2110	4	-0.14397855752014976
2110	5	-0.018486669871286665
2110	6	-0.0919950547595576
2110	7	-0.07174321729162614
2110	8	-0.12129027516230906
2110	9	-0.2785789115971795
2110	10-14	-0.016251049087891545
2110	15-19	-0.061824009449154005
2110	20-24	-0.024786807018763568
2110	25-29	-0.06275689232976589
2110	30-34	-0.07201942214825863
2110	35-39	-0.05172750482108768
2110	40-44	-0.013838176001854663
2110	45-49	-0.13307001192521284
2110	50-54	0.0014671586013363935
2110	55-59	-0.05394649488545156
2110	60-64	-0.03858924354079818
2110	65-69	-0.023384791781865033
2110	70-74	-0.2520368944219058
2110	75-79	-0.14547904996713612
2110	80-84	-0.18089830039374988
2110	85-89	-0.17973966007696873
2110	90-94	-0.24034977258559564
2110	95-99	-0.24777302162134163
2110	100-104	-0.06882931258785874
2110	105-109	-0.16601351021745359
2110	110-114	-0.09623472973516556
2110	115-119	-0.23441408082453563
2110	120-124	-0.037414530144538105
2110	125-129	-0.28187372471180794
2110	130-134	-0.30304677794686086
2110	135-139	-0.2853232319175021
2110	140-144	-0.20648449354305853
2110	145-149	-0.22260521677974765
2110	150-154	-0.27850595069312334
2110	155-159	-0.3075811351074549
2110	160-164	-0.28703636310825686
2110	165-169	-0.09106346203206783
2110	170-174	-0.33171086374206027
2110	175-179	-0.375467489070914
2110	180-184	-0.41382216355818713
2110	185-189	-0.25287488593233576
2110	190-194	-0.39276934093131644
2110	195-199	-0.29814779787567147
2110	200-204	-0.21706992720643825
2110	205-209	-0.2560930726234574
2110	210-214	-0.4556721126231409
2110	215-219	-0.6326293169735493
2110	220-224	-0.2769125371937946
2110	225-229	-0.11681585843734155
2110	230-234	-0.44058426205234724
2110	235-239	-0.9053011303796481
2110	240-244	-0.6111237443465001
2110	245-249	-0.3043810467955197
2110	250	-1.1329202266508318
2111	1	-0.9608743288634187
2111	2	-0.011349956051347476
2111	3	-0.3540494648846817
2111	4	0.1132779373601096
2111	5	0.08835093696632157
2111	6	-0.14429259220560908
2111	7	-0.20938390443726718
2111	8	0.24195758808555468
2111	9	0.11115621576171719
2111	10-14	0.009550761862442414
2111	15-19	-0.006657723589789555
2111	20-24	0.031758847546683455
2111	25-29	0.027629838651030525
2111	30-34	0.016827154817129042
2111	35-39	-0.012115082040352831
2111	40-44	0.15035747433241653
2111	45-49	-0.2688574368215484
